"Section"	"section_id"	"req_id"	"key_as_number"	"full_key"	"requirement"	""	""	""	""	""	""	""	""	""	""	""
"9_5_multi-user-support"	"9.5"	"A-1-2"	"09050000.650102"	"9.5/A-1-2"	"""[9.5/A-1-2] MUST switch into a [Secondary User](https://source.android.com/devices/tech/admin/multi-user#user_types) before [`BOOT_COMPLETED`](https://developer.android.com/reference/android/content/Intent.html#ACTION_BOOT_COMPLETED). *   ["""	""	""	""	""	""	""	""	""	""	""	""
"9_5_multi-user-support"	"9.5"	"A-1-3"	"09050000.650103"	"9.5/A-1-3"	"""[9.5/A-1-3] MUST support the ability to create a [Guest User](https://source.android.com/devices/tech/admin/multi-user#user_types) even when the maximum number of Users on a device has been reached.   Automotive device implementations:  *    ["""	""	""	""	""	""	""	""	""	""	""	""
"9_11_keys-and-credentials"	"9.11"	"A-0-1"	"09110000.650001"	"9.11/A-0-1"	"""[9.11/A-0-1] MUST back up the keystore implementation      with an isolated execution environment. *    ["""	""	""	""	""	""	""	""	""	""	""	""
"9_11_keys-and-credentials"	"9.11"	"A-0-2"	"09110000.650002"	"9.11/A-0-2"	"""[9.11/A-0-2] MUST have implementations of RSA, AES,      ECDSA and HMAC cryptographic algorithms and MD5, SHA1, and SHA-2 family      hash functions to properly support the Android Keystore system's supported      algorithms in an area that is securely isolated from the code running on      the kernel and above. Secure isolation MUST block all potential mechanisms      by which kernel or userspace code might access the internal state of the      isolated environment, including DMA. The upstream Android Open Source      Project (AOSP) meets this requirement by using the [Trusty](      https://source.android.com/security/trusty/) implementation, but another      ARM TrustZone-based solution or a third-party reviewed secure      implementation of a proper hypervisor-based isolation are alternative      options. *    ["""	""	""	""	""	""	""	""	""	""	""	""
"9_11_keys-and-credentials"	"9.11"	"A-0-3"	"09110000.650003"	"9.11/A-0-3"	"""[9.11/A-0-3] MUST perform the lock screen      authentication in the isolated execution environment and only when      successful, allow the authentication-bound keys to be used. Lock screen      credentials MUST be stored in a way that allows only the isolated execution      environment to perform lock screen authentication. The upstream Android      Open Source Project provides the      [Gatekeeper Hardware Abstraction Layer (HAL)](      http://source.android.com/devices/tech/security/authentication/gatekeeper.html)      and Trusty, which can be used to satisfy this requirement. *    ["""	""	""	""	""	""	""	""	""	""	""	""
"9_11_keys-and-credentials"	"9.11"	"A-0-4"	"09110000.650004"	"9.11/A-0-4"	"""[9.11/A-0-4] MUST support key attestation where the      attestation signing key is protected by secure hardware and signing is      performed in secure hardware. The attestation signing keys MUST be shared      across large enough number of devices to prevent the keys from being used      as device identifiers. One way of meeting this requirement is to share the      same attestation key unless at least 100,000 units of a given SKU are      produced. If more than 100,000 units of an SKU are produced, a different      key MAY be used for each 100,000 units.  Note that if a device implementation is already launched on an earlier Android version, such a device is exempted from the requirement to have a keystore backed by an isolated execution environment and support the key attestation, unless it declares the `android.hardware.fingerprint` feature which requires a keystore backed by an isolated execution environment.  Automotive device implementations:  *   ["""	""	""	""	""	""	""	""	""	""	""	""
"9_14_automotive-system-isolation"	"9.14"	"A-0-1"	"09140000.650001"	"9.14/A-0-1"	"""[9.14/A-0-1] MUST gatekeep messages from Android framework vehicle subsystems, e.g., whitelisting permitted message types and message sources. *   ["""	""	""	""	""	""	""	""	""	""	""	""
"9_14_automotive-system-isolation"	"9.14"	"A-0-2"	"09140000.650002"	"9.14/A-0-2"	"""[9.14/A-0-2] MUST watchdog against denial of service attacks from the Android framework or third-party apps. This guards against malicious software flooding the vehicle network with traffic, which may lead to malfunctioning vehicle subsystems.  """	""	""	""	""	""	""	""	""	""	""	""
"6_1_developer_tools"	"6.1"	"A-0-1"	"06010000.650001"	"6.1/A-0-1"	"""[6.1/A-0-1] MUST expose a `/system/bin/perfetto`         binary to the shell user which cmdline complies with         [the perfetto documentation](         https://developer.android.com/studio/command-line/perfetto).     *   ["""	""	""	""	""	""	""	""	""	""	""	""
"6_1_developer_tools"	"6.1"	"A-0-2"	"06010000.650002"	"6.1/A-0-2"	"""[6.1/A-0-2] The perfetto binary MUST accept as         input a protobuf config that complies with the schema defined in         [the perfetto documentation](         https://developer.android.com/studio/command-line/perfetto).     *   ["""	""	""	""	""	""	""	""	""	""	""	""
"6_1_developer_tools"	"6.1"	"A-0-3"	"06010000.650003"	"6.1/A-0-3"	"""[6.1/A-0-3] The perfetto binary MUST write as         output a protobuf trace that complies with the schema defined in         [the perfetto documentation](         https://developer.android.com/studio/command-line/perfetto).     *   ["""	""	""	""	""	""	""	""	""	""	""	""
"6_1_developer_tools"	"6.1"	"A-0-4"	"06010000.650004"	"6.1/A-0-4"	"""[6.1/A-0-4] MUST provide, through the perfetto         binary, at least the data sources described  in [the perfetto documentation](         https://developer.android.com/studio/command-line/perfetto). """	""	""	""	""	""	""	""	""	""	""	""
"2_6_tablet-reqs"	"2.6"	""	"02060000.48"	"2.6"	"""## 2.6\. Tablet Requirements  An **Android Tablet device** refers to an Android device implementation that typically meets all the following criteria:  *   Used by holding in both hands. *   Does not have a clamshell or convertible configuration. *   Physical keyboard implementations used with the device connect by     means of a standard connection (e.g. USB, Bluetooth). *   Has a power source that provides mobility, such as a battery.  Tablet device implementations have similar requirements to handheld device implementations. The exceptions are indicated by an \* in that section and noted for reference in this section.  ### 2.6.1\. Hardware  **Screen Size**  *   [[7.1](#7_1_display_and_graphics).1.1/Tab-0-1] MUST have a screen in the range of 7 to 18 inches.  ** Gyroscope**  If Tablet device implementations include a 3-axis gyroscope, they:  *   [[7.3](#7_3_sensors).4/Tab-1-1] MUST be capable of measuring orientation changes up to 1000 degrees per second.  ** Gyroscope**  If Tablet device implementations include a 3-axis gyroscope, they:  *   [[7.3](#7_3_sensors).4/Tab-1-1] MUST be capable of measuring orientation changes up to 1000 degrees per second.  **Minimum Memory and Storage (Section 7.6.1)**  The screen densities listed for small/normal screens in the handheld requirements are not applicable to tablets.  **USB peripheral mode (Section 7.7.1)**  If tablet device implementations include a USB port supporting peripheral mode, they:  *   [[7.7.1](#7_7_usb)/Tab] MAY implement the Android Open Accessory (AOA) API.  **Virtual Reality Mode (Section 7.9.1)**  **Virtual Reality High Performance (Section 7.9.2)**  Virtual reality requirements are not applicable to tablets.  **Keys and Credentials (Section 9.11)**  Refer to Section [[9.11](#9_11_permissions)].  ### 2.6.2\. Software  *   [[3.2.3.1](#3_2_3_1_common_application_intents)/Tab-0-1]  MUST preload one or more applications or service components with an intent handler, for all the public intent filter patterns defined by the following application intents listed [here](https://developer.android.com/about/versions/11/reference/common-intents-30)."""	""	""	""	""	""	""	""	""	""	""	""
""	"7.1.1.1"	"Tab-0-1"	"07010101.980001"	"7.1.1.1/Tab-0-1"	"""[7.1.1.1/Tab-0-1] MUST have a screen in the range of 7 to 18 inches.  ** Gyroscope**  If Tablet device implementations include a 3-axis gyroscope, they:  *   ["""	""	""	""	""	""	""	""	""	""	""	""
""	"7.3.4"	"Tab-1-1"	"07030400.980101"	"7.3.4/Tab-1-1"	"""[7.3.4/Tab-1-1] MUST be capable of measuring orientation changes up to 1000 degrees per second.  ** Gyroscope**  If Tablet device implementations include a 3-axis gyroscope, they:  *   [ | [7.3.4/Tab-1-1] MUST be capable of measuring orientation changes up to 1000 degrees per second.  **Minimum Memory and Storage (Section 7.6.1)**  The screen densities listed for small/normal screens in the handheld requirements are not applicable to tablets.  **USB peripheral mode (Section 7.7.1)**  If tablet device implementations include a USB port supporting peripheral mode, they:  *   [[7.7.1/Tab] MAY implement the Android Open Accessory (AOA) API.  **Virtual Reality Mode (Section 7.9.1)**  **Virtual Reality High Performance (Section 7.9.2)**  Virtual reality requirements are not applicable to tablets.  **Keys and Credentials (Section 9.11)**  Refer to Section [[9.11].  """	""	""	""	""	""	""	""	""	""	""	""
""	"3.2.3.1"	"Tab-0-1"	"03020301.980001"	"3.2.3.1/Tab-0-1"	"""[3.2.3.1/Tab-0-1]  MUST preload one or more applications or service components with an intent handler, for all the public intent filter patterns defined by the following application intents listed [here](https://developer.android.com/about/versions/11/reference/common-intents-30)."""	""	""	""	""	""	""	""	""	""	""	""
"8_4_power-consumption-accounting"	"8.4"	""	"08040000.48"	"8.4"	"""## 8.4\. Power Consumption Accounting  A more accurate accounting and reporting of the power consumption provides the app developer both the incentives and the tools to optimize the power usage pattern of the application.   Device implementations:  *   [SR] STRONGLY RECOMMENDED to provide a per-component power profile that defines the [current consumption value]( http://source.android.com/devices/tech/power/values.html) for each hardware component and the approximate battery drain caused by the components over time as documented in the Android Open Source Project site. *   [SR] STRONGLY RECOMMENDED to report all power consumption values in milliampere hours (mAh). *   [SR] STRONGLY RECOMMENDED to report CPU power consumption per each process's UID. The Android Open Source Project meets the requirement through the `uid_cputime` kernel module implementation. *   [SR] STRONGLY RECOMMENDED to make this power usage available via the [`adb shell dumpsys batterystats`]( http://source.android.com/devices/tech/power/batterystats.html) shell command to the app developer. *   SHOULD be attributed to the hardware component itself if unable to attribute hardware component power usage to an application. """	""	""	""	""	""	""	""	""	""	""	""
"8_5_consistent-performance"	"8.5"	""	"08050000.48"	"8.5"	"""## 8.5\. Consistent Performance  Performance can fluctuate dramatically for high-performance long-running apps, either because of the other apps running in the background or the CPU throttling due to temperature limits. Android includes programmatic interfaces so that when the device is capable, the top foreground application can request that the system optimize the allocation of the resources to address such fluctuations.  Device implementations:  *    [C-0-1] MUST report the support of Sustained Performance Mode accurately through the [`PowerManager.isSustainedPerformanceModeSupported()`]( https://developer.android.com/reference/android/os/PowerManager.html#isSustainedPerformanceModeSupported%28%29) API method.  *   SHOULD support Sustained Performance Mode.  If device implementations report support of Sustained Performance Mode, they:  *   [C-1-1] MUST provide the top foreground application a consistent level of performance for at least 30 minutes, when the app requests it. *   [C-1-2] MUST honor the [`Window.setSustainedPerformanceMode()`]( https://developer.android.com/reference/android/view/Window.html#setSustainedPerformanceMode%28boolean%29) API and other related APIs.  If device implementations include two or more CPU cores, they:  *   SHOULD provide at least one exclusive core that can be reserved by the top foreground application.  If device implementations support reserving one exclusive core for the top foreground application, they:  *    [C-2-1] MUST report through the [`Process.getExclusiveCores()`](https://developer.android.com/reference/android/os/Process.html#getExclusiveCores%28%29)      API method the ID numbers of the exclusive cores that can be reserved      by the top foreground application. *    [C-2-2] MUST not allow any user space processes except the device drivers      used by the application to run on the exclusive cores, but MAY allow some      kernel processes to run as necessary.  If device implementations do not support an exclusive core, they:  *    [C-3-1] MUST return an empty list through the [`Process.getExclusiveCores()`]( https://developer.android.com/reference/android/os/Process.html#getExclusiveCores%28%29)      API method. """	""	""	""	""	""	""	""	""	""	""	""
"8_5_consistent-performance"	"8.5"	"C-0-1"	"08050000.670001"	"8.5/C-0-1"	"""C-0-1] MUST report the support of Sustained Performance Mode accurately through the [`PowerManager.isSustainedPerformanceModeSupported()`]( https://developer.android.com/reference/android/os/PowerManager.html#isSustainedPerformanceModeSupported%28%29) API method.  *   SHOULD support Sustained Performance Mode.  If device implementations report support of Sustained Performance Mode, they:  """	""	""	""	""	""	""	""	""	""	""	""
"8_5_consistent-performance"	"8.5"	"C-1-1"	"08050000.670101"	"8.5/C-1-1"	"""C-1-1] MUST provide the top foreground application a consistent level of performance for at least 30 minutes, when the app requests it. """	""	""	""	""	""	""	""	""	""	""	""
"8_5_consistent-performance"	"8.5"	"C-1-2"	"08050000.670102"	"8.5/C-1-2"	"""C-1-2] MUST honor the [`Window.setSustainedPerformanceMode()`]( https://developer.android.com/reference/android/view/Window.html#setSustainedPerformanceMode%28boolean%29) API and other related APIs.  If device implementations include two or more CPU cores, they:  *   SHOULD provide at least one exclusive core that can be reserved by the top foreground application.  If device implementations support reserving one exclusive core for the top foreground application, they:  """	""	""	""	""	""	""	""	""	""	""	""
"8_5_consistent-performance"	"8.5"	"C-2-1"	"08050000.670201"	"8.5/C-2-1"	"""C-2-1] MUST report through the [`Process.getExclusiveCores()`](https://developer.android.com/reference/android/os/Process.html#getExclusiveCores%28%29)      API method the ID numbers of the exclusive cores that can be reserved      by the top foreground application. """	""	""	""	""	""	""	""	""	""	""	""
"8_5_consistent-performance"	"8.5"	"C-2-2"	"08050000.670202"	"8.5/C-2-2"	"""C-2-2] MUST not allow any user space processes except the device drivers      used by the application to run on the exclusive cores, but MAY allow some      kernel processes to run as necessary.  If device implementations do not support an exclusive core, they:  """	""	""	""	""	""	""	""	""	""	""	""
"8_5_consistent-performance"	"8.5"	"C-3-1"	"08050000.670301"	"8.5/C-3-1"	"""C-3-1] MUST return an empty list through the [`Process.getExclusiveCores()`]( https://developer.android.com/reference/android/os/Process.html#getExclusiveCores%28%29)      API method. """	""	""	""	""	""	""	""	""	""	""	""
"8_0_intro"	"8.0"	""	"08000000.48"	"8.0"	"""# 8\. Performance and Power  Some minimum performance and power criteria are critical to the user experience and impact the baseline assumptions developers would have when developing an app. """	""	""	""	""	""	""	""	""	""	""	""
"8_2_file-io-access-performance"	"8.2"	""	"08020000.48"	"8.2"	"""## 8.2\. File I/O Access Performance  Providing a common baseline for a consistent file access performance on the application private data storage (`/data` partition) allows app developers to set a proper expectation that would help their software design. Device implementations, depending on the device type, MAY have certain requirements described in [section 2](#2_device-type) for the following read and write operations:  *    **Sequential write performance**. Measured by writing a 256MB file using 10MB write buffer. *    **Random write performance**. Measured by writing a 256MB file using 4KB write buffer. *    **Sequential read performance**. Measured by reading a 256MB file using 10MB write buffer. *    **Random read performance**. Measured by reading a 256MB file using 4KB write buffer. """	""	""	""	""	""	""	""	""	""	""	""
"8_3_power-saving-modes"	"8.3"	""	"08030000.48"	"8.3"	"""## 8.3\. Power-Saving Modes  If device implementations include features to improve device power management that are included in AOSP (e.g. App Standby Bucket, Doze) or extend the features that do not apply harder restrictions than [the Rare App Standby Bucket]( https://developer.android.com/topic/performance/power/power-details), they:  *   [C-1-1] MUST NOT deviate from the AOSP implementation for the triggering,     maintenance, wakeup algorithms and the use of global system settings of App     Standby and Doze power-saving modes. *   [C-1-2] MUST NOT deviate from the AOSP implementation for the use of global     settings to manage the throttling of jobs, alarm and network for apps in     each bucket for App standby. *   [C-1-3] MUST NOT deviate from the AOSP implementation for the number of the     [App Standby Buckets](     https://developer.android.com/topic/performance/appstandby) used for App     Standby. *   [C-1-4] MUST implement [App Standby Buckets](     https://developer.android.com/topic/performance/appstandby) and Doze as     described in [Power Management](     https://source.android.com/devices/tech/power/mgmt). *   [C-1-5] MUST return `true` for [`PowerManager.isPowerSaveMode()`](     https://developer.android.com/reference/android/os/PowerManager#isPowerSaveMode%28%29)     when the device is on power save mode. *   [C-SR] Are STRONGLY RECOMMENDED to provide user affordance to enable and     disable the battery saver feature. *   [C-SR] Are STRONGLY RECOMMENDED to provide user affordance to display all     Apps that are exempted from App Standby and Doze power-saving modes.  If device implementations extend power management features that are included in AOSP and that extension applies more stringent restrictions than [the Rare App Standby Bucket]( https://developer.android.com/topic/performance/power/power-details), refer to [section 3.5.1](#3_5_api-behavioral-compatibility).  In addition to the power-saving modes, Android device implementations MAY implement any or all of the 4 sleeping power states as defined by the Advanced Configuration and Power Interface (ACPI).  If device implementations implement S4 power states as defined by the ACPI, they:  *   [C-1-1] MUST enter this state only after the user has taken an explicit action     to put the device in an inactive state (e.g. by closing a lid that is physically     part of the device or turning off a vehicle or television) and before the     user re-activates the device (e.g. by opening the lid or turning the vehicle     or television back on).  If device implementations implement S3 power states as defined by the ACPI, they:  *   [C-2-1] MUST meet C-1-1 above, or, MUST enter S3 state only when third-party     applications do not need the system resources (e.g. the screen, CPU).      Conversely, MUST exit from S3 state when third-party applications need the     system resources, as described on this SDK.      For example, while the third-party applications request to keep the screen     on through `FLAG_KEEP_SCREEN_ON` or keep CPU running through     `PARTIAL_WAKE_LOCK`, the device MUST NOT enter S3 state unless, as described     in C-1-1, the user has taken explicit action to put the device in an     inactive state. Conversely, at a time when a task that third-party apps     implement through JobScheduler is triggered or Firebase Cloud Messaging is     delivered to third-party apps, the device MUST exit the S3 state unless the     user has put the device in an inactive state. These are not comprehensive     examples and AOSP implements extensive wake-up signals that trigger a wakeup     from this state. """	""	""	""	""	""	""	""	""	""	""	""
"8_3_power-saving-modes"	"8.3"	"C-1-1"	"08030000.670101"	"8.3/C-1-1"	"""C-1-1] MUST NOT deviate from the AOSP implementation for the triggering,     maintenance, wakeup algorithms and the use of global system settings of App     Standby and Doze power-saving modes.  | C-1-1] MUST enter this state only after the user has taken an explicit action     to put the device in an inactive state (e.g. by closing a lid that is physically     part of the device or turning off a vehicle or television) and before the     user re-activates the device (e.g. by opening the lid or turning the vehicle     or television back on).  If device implementations implement S3 power states as defined by the ACPI, they:  """	""	""	""	""	""	""	""	""	""	""	""
"8_3_power-saving-modes"	"8.3"	"C-1-2"	"08030000.670102"	"8.3/C-1-2"	"""C-1-2] MUST NOT deviate from the AOSP implementation for the use of global     settings to manage the throttling of jobs, alarm and network for apps in     each bucket for App standby. """	""	""	""	""	""	""	""	""	""	""	""
"8_3_power-saving-modes"	"8.3"	"C-1-3"	"08030000.670103"	"8.3/C-1-3"	"""C-1-3] MUST NOT deviate from the AOSP implementation for the number of the     [App Standby Buckets](     https://developer.android.com/topic/performance/appstandby) used for App     Standby. """	""	""	""	""	""	""	""	""	""	""	""
"8_3_power-saving-modes"	"8.3"	"C-1-4"	"08030000.670104"	"8.3/C-1-4"	"""C-1-4] MUST implement [App Standby Buckets](     https://developer.android.com/topic/performance/appstandby) and Doze as     described in [Power Management](     https://source.android.com/devices/tech/power/mgmt). """	""	""	""	""	""	""	""	""	""	""	""
"8_3_power-saving-modes"	"8.3"	"C-1-5"	"08030000.670105"	"8.3/C-1-5"	"""C-1-5] MUST return `true` for [`PowerManager.isPowerSaveMode()`](     https://developer.android.com/reference/android/os/PowerManager#isPowerSaveMode%28%29)     when the device is on power save mode. """	""	""	""	""	""	""	""	""	""	""	""
"8_3_power-saving-modes"	"8.3"	"C-2-1"	"08030000.670201"	"8.3/C-2-1"	"""C-2-1] MUST meet C-1-1 above, or, MUST enter S3 state only when third-party     applications do not need the system resources (e.g. the screen, CPU).      Conversely, MUST exit from S3 state when third-party applications need the     system resources, as described on this SDK.      For example, while the third-party applications request to keep the screen     on through `FLAG_KEEP_SCREEN_ON` or keep CPU running through     `PARTIAL_WAKE_LOCK`, the device MUST NOT enter S3 state unless, as described     in C-1-1, the user has taken explicit action to put the device in an     inactive state. Conversely, at a time when a task that third-party apps     implement through JobScheduler is triggered or Firebase Cloud Messaging is     delivered to third-party apps, the device MUST exit the S3 state unless the     user has put the device in an inactive state. These are not comprehensive     examples and AOSP implements extensive wake-up signals that trigger a wakeup     from this state. """	""	""	""	""	""	""	""	""	""	""	""
"8_1_user-experience-consistency"	"8.1"	""	"08010000.48"	"8.1"	"""## 8.1\. User Experience Consistency  A smooth user interface can be provided to the end user if there are certain minimum requirements to ensure a consistent frame rate and response times for applications and games. Device implementations, depending on the device type, MAY have measurable requirements for the user interface latency and task switching as described in [section 2](#2_device-types). """	""	""	""	""	""	""	""	""	""	""	""
"10_0_intro"	"10.0"	""	"10000000.48"	"10.0"	"""# 10\. Software Compatibility Testing  Device implementations MUST pass all tests described in this section. However, note that no software test package is fully comprehensive. For this reason, device implementers are **STRONGLY RECOMMENDED** to make the minimum number of changes as possible to the reference and preferred implementation of Android available from the Android Open Source Project. This will minimize the risk of introducing bugs that create incompatibilities requiring rework and potential device updates. """	""	""	""	""	""	""	""	""	""	""	""
"10_2_cts-verifier"	"10.2"	""	"10020000.48"	"10.2"	"""## 10.2\. CTS Verifier  The CTS Verifier is included with the Compatibility Test Suite, and is intended to be run by a human operator to test functionality that cannot be tested by an automated system, such as correct functioning of a camera and sensors.  Device implementations:  *    [C-0-1] MUST correctly execute all applicable cases in the CTS verifier.  The CTS Verifier has tests for many kinds of hardware, including some hardware that is optional.  Device implementations:  *    [C-0-2]  MUST pass all tests for hardware that they possess; for instance, if a device possesses an accelerometer, it MUST correctly execute the Accelerometer test case in the CTS Verifier.  Test cases for features noted as optional by this Compatibility Definition Document MAY be skipped or omitted.  *    [C-0-2] Every device and every build MUST correctly run the CTS Verifier, as noted above. However, since many builds are very similar, device implementers are not expected to explicitly run the CTS Verifier on builds that differ only in trivial ways. Specifically, device implementations that differ from an implementation that has passed the CTS Verifier only by the set of included locales, branding, etc. MAY omit the CTS Verifier test. """	""	""	""	""	""	""	""	""	""	""	""
"10_2_cts-verifier"	"10.2"	"C-0-1"	"10020000.670001"	"10.2/C-0-1"	"""C-0-1] MUST correctly execute all applicable cases in the CTS verifier.  The CTS Verifier has tests for many kinds of hardware, including some hardware that is optional.  Device implementations:  """	""	""	""	""	""	""	""	""	""	""	""
"10_2_cts-verifier"	"10.2"	"C-0-2"	"10020000.670002"	"10.2/C-0-2"	"""C-0-2]  MUST pass all tests for hardware that they possess; for instance, if a device possesses an accelerometer, it MUST correctly execute the Accelerometer test case in the CTS Verifier.  Test cases for features noted as optional by this Compatibility Definition Document MAY be skipped or omitted.   | C-0-2] Every device and every build MUST correctly run the CTS Verifier, as noted above. However, since many builds are very similar, device implementers are not expected to explicitly run the CTS Verifier on builds that differ only in trivial ways. Specifically, device implementations that differ from an implementation that has passed the CTS Verifier only by the set of included locales, branding, etc. MAY omit the CTS Verifier test. """	""	""	""	""	""	""	""	""	""	""	""
"10_1_compatibility_test_suite"	"10.1"	""	"10010000.48"	"10.1"	"""## 10.1\. Compatibility Test Suite  Device implementations:  *    [C-0-1] MUST pass the [Android Compatibility Test Suite (CTS)](http://source.android.com/compatibility/index.html) available from the Android Open Source Project, using the final shipping software on the device.  *    [C-0-2] MUST ensure compatibility in cases of ambiguity in CTS and for any reimplementations of parts of the reference source code.  The CTS is designed to be run on an actual device. Like any software, the CTS may itself contain bugs. The CTS will be versioned independently of this Compatibility Definition, and multiple revisions of the CTS may be released for Android ANDROID_VERSION.  Device implementations:  *    [C-0-3] MUST pass the latest CTS version available at the time the device software is completed.  *    SHOULD use the reference implementation in the Android Open Source tree as much as possible. """	""	""	""	""	""	""	""	""	""	""	""
"10_1_compatibility_test_suite"	"10.1"	"C-0-1"	"10010000.670001"	"10.1/C-0-1"	"""C-0-1] MUST pass the [Android Compatibility Test Suite (CTS)](http://source.android.com/compatibility/index.html) available from the Android Open Source Project, using the final shipping software on the device.  """	""	""	""	""	""	""	""	""	""	""	""
"10_1_compatibility_test_suite"	"10.1"	"C-0-2"	"10010000.670002"	"10.1/C-0-2"	"""C-0-2] MUST ensure compatibility in cases of ambiguity in CTS and for any reimplementations of parts of the reference source code.  The CTS is designed to be run on an actual device. Like any software, the CTS may itself contain bugs. The CTS will be versioned independently of this Compatibility Definition, and multiple revisions of the CTS may be released for Android ANDROID_VERSION.  Device implementations:  """	""	""	""	""	""	""	""	""	""	""	""
"10_1_compatibility_test_suite"	"10.1"	"C-0-3"	"10010000.670003"	"10.1/C-0-3"	"""C-0-3] MUST pass the latest CTS version available at the time the device software is completed.  *    SHOULD use the reference implementation in the Android Open Source tree as much as possible. """	""	""	""	""	""	""	""	""	""	""	""
"9_6_premium-sms-warning"	"9.6"	""	"09060000.48"	"9.6"	"""## 9.6\. Premium SMS Warning  Android includes support for warning users of any outgoing [premium SMS message](http://en.wikipedia.org/wiki/Short_code). Premium SMS messages are text messages sent to a service registered with a carrier that may incur a charge to the user.  If device implementations declare support for `android.hardware.telephony`, they:  *    [C-1-1]  MUST warn users before sending a SMS message to numbers identified by regular expressions defined in `/data/misc/sms/codes.xml` file in the device. The upstream Android Open Source Project provides an implementation that satisfies this requirement. """	""	""	""	""	""	""	""	""	""	""	""
"9_6_premium-sms-warning"	"9.6"	"C-1-1"	"09060000.670101"	"9.6/C-1-1"	"""C-1-1]  MUST warn users before sending a SMS message to numbers identified by regular expressions defined in `/data/misc/sms/codes.xml` file in the device. The upstream Android Open Source Project provides an implementation that satisfies this requirement. """	""	""	""	""	""	""	""	""	""	""	""
"9_1_permissions"	"9.1"	""	"09010000.48"	"9.1"	"""## 9.1\. Permissions  Device implementations:  *   [C-0-1] MUST support the [Android permissions model]( http://developer.android.com/guide/topics/security/permissions.html) as defined in the Android developer documentation. Specifically, they MUST enforce each permission defined as described in the SDK documentation; no permissions may be omitted, altered, or ignored.  *   MAY add additional permissions, provided the new permission ID strings are not in the `android.\*` namespace.  *   [C-0-2] Permissions with a `protectionLevel` of [`PROTECTION_FLAG_PRIVILEGED`]( https://developer.android.com/reference/android/content/pm/PermissionInfo.html#PROTECTION&lowbar;FLAG&lowbar;PRIVILEGED) MUST only be granted to apps preinstalled in the privileged path(s) of the system image and within the subset of the explicitly whitelisted permissions for each app. The AOSP implementation meets this requirement by reading and honoring the whitelisted permissions for each app from the files in the `etc/permissions/` path and using the `system/priv-app` path as the privileged path.  Permissions with a protection level of dangerous are runtime permissions. Applications with `targetSdkVersion` > 22 request them at runtime.  Device implementations:  *   [C-0-3] MUST show a dedicated interface for the user to decide      whether to grant the requested runtime permissions and also provide      an interface for the user to manage runtime permissions. *   [C-0-4] MUST have one and only one implementation of both user      interfaces. *   [C-0-5] MUST NOT grant any runtime permissions to preinstalled      apps unless:      *   The user's consent can be obtained before the application          uses it.      *   The runtime permissions are associated with an intent pattern          for which the preinstalled application is set as the default handler. *   [C-0-6] MUST grant the `android.permission.RECOVER_KEYSTORE` permission      only to system apps that register a properly secured Recovery Agent. A      properly secured Recovery Agent is defined as an on-device software agent      that synchronizes with an off-device remote storage, that is equipped with      secure hardware with protection equivalent or stronger than what is      described in      [Google Cloud Key Vault Service](      https://developer.android.com/preview/features/security/ckv-whitepaper.html)      to prevent brute-force attacks on the lockscreen knowledge factor.  Device implementations:  *   [C-0-7] MUST adhere to [Android location permission](     https://developer.android.com/privacy/device-location) properties when an app     requests the location or physical activity data through standard Android API     or proprietary mechanism. Such data includes but not limited to:      *  Device's location (e.g. latitude and longitude).     *  Information that can be used to determine or estimate the device's        location (e.g. SSID, BSSID, Cell ID, or location of the network that the        device is connected to).     *  User's physical activity or classification of the physical activity.  More specifically, device implementations:          *   [C-0-8] MUST obtain user consent to allow an app to access the             location or physical activity data.         *   [C-0-9] MUST grant a runtime permission ONLY to the app that holds             sufficient permission as described on SDK.             For example, [TelephonyManager#getServiceState](https://developer.android.com/reference/android/telephony/TelephonyManager.html#getAllCellInfo())             requires `android.permission.ACCESS_FINE_LOCATION`).  Permissions can be marked as restricted altering their behavior.  *   [C-0-10] Permissions marked with the flag `hardRestricted` MUST NOT be      granted to an app unless:      *   An app APK file is in the system partition.      *   The user assigns a role that is associated with the `hardRestricted`          permissions to an app.      *   The installer grants the `hardRestricted` to an app.      *   An app is granted the `hardRestricted` on an earlier Android version.  *   [C-0-11] Apps holding a `softRestricted` permission MUST get only limited     access and MUST NOT gain full access until whitelisted as described in the     SDK, where full and limited access is defined for each `softRestricted`     permission (for example, [`READ_EXTERNAL_STORAGE`](     https://developer.android.com/reference/android/Manifest.permission#READ_EXTERNAL_STORAGE)).  If device implementations provide a user affordance to choose which apps can draw on top of other apps with an activity that handles the [`ACTION_MANAGE_OVERLAY_PERMISSION`](https://developer.android.com/reference/android/provider/Settings.html#ACTION_MANAGE_OVERLAY_PERMISSION) intent, they:  *   [C-2-1] MUST ensure that all activities with intent filters for the     [`ACTION_MANAGE_OVERLAY_PERMISSION`](     https://developer.android.com/reference/android/provider/Settings.html#ACTION_MANAGE_OVERLAY_PERMISSION)     intent have the same UI screen, regardless of the initiating app or any     information it provides."""	""	""	""	""	""	""	""	""	""	""	""
"9_1_permissions"	"9.1"	"C-0-1"	"09010000.670001"	"9.1/C-0-1"	"""C-0-1] MUST support the [Android permissions model]( http://developer.android.com/guide/topics/security/permissions.html) as defined in the Android developer documentation. Specifically, they MUST enforce each permission defined as described in the SDK documentation; no permissions may be omitted, altered, or ignored.  *   MAY add additional permissions, provided the new permission ID strings are not in the `android.\*` namespace.  """	""	""	""	""	""	""	""	""	""	""	""
