Section,section_id,req_id,Test Availability,Annotation? ,New Req for R?,New CTS for R?,class_def,method,module,Comment(internal) e.g. why a test is not possible ,Comment (external) ,New vs Updated(Q),CTS Bug Id ,CDD Bug Id,CDD CL,Area,Shortened,Test Level,,external version,,,
,5.3.7,T-1-1,Test Available,,,,android.atrace.cts.AtraceHostTest,public void .*,CtsAtraceHostTestCases,,,,109931456,,,Media,Media,2,,,,,
,5.3.7,T-2-1,Test Available,,,,android.gputools.cts.CtsRootlessGpuDebugTestCases,android.gputools.cts.CtsRootlessGpuDebugTestCases.*,CtsGpuToolsHostTestCases,,,,109931456,,,Media,Media,2,,,,,
,5.3.8,C-1-2,Not testable,,,,android.gputools.cts.CtsRootlessGpuDebugTestCases,"testDebugLayerLoadVulkan
testDebugNotEnabledVulkan",CtsGpuToolsHostTestCases,,,Updated in Q,139420915,124525623,8362016,Media,Media,-1,,,,,
,5.3.8,C-1-3,Not testable,,,,,,,,,Updated in Q,139420915,124525623,8362016,Media,Media,-1,,,,,
,5.4.1,C-1-2,Test Missing,,,,,,,,,Updated in Q,136202071,123959292,7249045,Media (Audio),Media,0,,,,,
,5.4.1,C-1-3,Test Missing,,,,"$platform/externalperfetto/test/cts/
end_to_end_integration_cts.cc","$platform/externalperfetto/test/cts/
end_to_end_integration_cts.cc*",CtsPerfettoTestCases,,,Updated in Q,136202071,123959292,7249045,Media (Audio),Media,0,,,,,
,5.4.1,C-1-4,Test Available,,,,"$platform/externalperfetto/test/cts/
end_to_end_integration_cts.cc","$platform/externalperfetto/test/cts/
end_to_end_integration_cts.cc*",CtsPerfettoTestCases,,,New in Q,,124334060,7530963,Media (Audio),Media,2,,,,,
,5.4.1,C-2-1,Test Missing,,,,"$platform/externalperfetto/test/cts/
end_to_end_integration_cts.cc","$platform/externalperfetto/test/cts/
end_to_end_integration_cts.cc*",CtsPerfettoTestCases,,,,109832900,,,Media (Audio),Media,0,,,,,
,5.4.1,C-2-2,Test Missing,,,,"$platform/externalperfetto/test/cts/
end_to_end_integration_cts.cc","$platform/externalperfetto/test/cts/
end_to_end_integration_cts.cc*",CtsPerfettoTestCases,,,,109832900,,,Media (Audio),Media,0,,,,,
,5.4.2,C-1-2,Test Missing,,,,,,,,,,132196159,,,Media (Audio),Media,0,,,,,
,5.4.2,C-1-3,Test Missing,,,,$platform/externalperfetto/test/cts/end_to_end_integration_cts.cc,$platform/externalperfetto/test/cts/end_to_end_integration_cts.cc*,CtsPerfettoTestCases,,,,132196159,,,Media (Audio),Media,0,,,,,
,5.4.2,C-2-1,Test Available,,,,$platform/externalperfetto/test/cts/end_to_end_integration_cts.cc,$platform/externalperfetto/test/cts/end_to_end_integration_cts.cc*,CtsPerfettoTestCases,,,,,,,Media (Audio),Media,2,,,,,
,5.4.2,C-2-2,Test Available,,,,$platform/externalperfetto/test/cts/end_to_end_integration_cts.cc,$platform/externalperfetto/test/cts/end_to_end_integration_cts.cc*,CtsPerfettoTestCases,,,,,,,Media (Audio),Media,2,,,,,
,5.4.4,C-1-2,Not testable,,,,$platform/externalperfetto/test/cts/end_to_end_integration_cts.cc,$platform/externalperfetto/test/cts/end_to_end_integration_cts.cc*,CtsPerfettoTestCases,Q-Privacy Unenforceable,,New in Q,,124069969,7048717,Media (Audio),Media,-1,,,,,
,5.4.4,C-1-3,Not testable,,,,android.systemintents.cts.SystemIntentTest,testSystemIntents,CtsSystemIntentTestCases,Q-Privacy Unenforceable,,New in Q,,124069969,7048717,Media (Audio),Media,-1,,,,,
,5.4.4,C-1-4,Not testable,,,,,,,Q-Privacy Unenforceable,,New in Q,,124069969,7048717,Media (Audio),Media,-1,,,,,
,5.5,T-0-1,Not testable,,,,,,,,,,,,,Media,Media,-1,,,,,
,5.5.2,C-1-2,Test Available,,,,android.app.cts.SystemFeaturesTest,public void.*,CtsAppTestCases,,,,,,,Media (Audio),Media,2,,,,,
,5.5.2,C-1-3,Test Available,,,,android.dpi.cts.ConfigurationTests,testScreenConfiguration,CtsDpiTestCases,,,,,,,Media (Audio),Media,2,,,,,
,5.6,C-1-2,Test Available,,,,android.dpi.cts.ConfigurationTests,testAutomotiveMinimumScreenSize,CtsDpiTestCases,,,New in Q,,30475031,7247687,Media (Audio),Media,2,,,,,
,5.6,C-3-1,Test Missing,,,,android.dpi.cts.ConfigurationScreenLayoutTest,testScreenLayout,CtsDpiTestCases,,,New in Q,117824277,123941630,7247688,Media (Audio),Media,0,,,,,
,5.6,C-3-2,Test Available,,,,,,,,,New in Q,,30475031,7247687,Media (Audio),Media,1,,,,,
,5.7,C-1-2,Test Available,,,,android.dpi.cts.ConfigurationTest,testScreenConfiguration(),CtsDpiTestCases,,,,,,,Media (Audio),Media,2,,,,,
,5.7,C-1-3,Test Available,,,,android.app.cts.AspectRatioTest,testDeviceAspectRatio,CtsAppTestCases,,,,,,,Media (Audio),Media,2,,,,,
,5.8,C-2-1,Not testable,,,,android.app.cts.AspectRatioTest,testDeviceAspectRatio,CtsAppTestCases,,,,,,,Media,Media,-1,,,,,
,5.8,C-3-1,Not testable,,,,android.server.am.AspectRatioTests,testMaxAspectRatio,,,,,,,,Media,Media,-1,,,,,
,5.8,T-0-1,Not testable,,,,android.dpi.cts.ConfigurationTest,testScreenConfiguration,CtsDpiTestCases,,,,,,,Media,Media,-1,,,,,
,5.8,T-1-1,Not testable,,,,,,,,,,,,,Media,Media,-1,,,,,
,5.8,T-2-1,Not testable,,,,,,,,,,,,,Media,Media,-1,,,,,
,5.9,C-1-2,Test Available,,,,android.util.ctsDisplayMetricsTest,testDisplayMetricsOp,CtsUtilTestCases,,,,,,,Media (Audio),Media,1,,,,,
,5.9,C-1-3,Test Available,,,,android.uti.cts.DisplayMetricsTest,testDisplayMetricsOp,CtsUtilTestCases,,,New in Q,,124249176,7148565,Media (Audio),Media,2,,,,,
,5.9,C-1-3,Test Available,,,,android.app.cts.SystemFeaturesTest,testScreenFeatures,CtsAppTestCases,,,New in Q,137677245,124249176,7148565,Media (Audio),Media,2,,,,,
,6.1,A-0-2,Test Available,,,,android.dpi.cts.ConfigurationScreenLayoutTest.,testScreenLayout,CtsDpiTestCases,,,New in Q,,124501178,9245852,Engineering Productivity (Build / Test / Infra / Tools),Developer Tools,2,,,,,
,6.1,A-0-3,Test Available,,,,android.server.cts.ActivityManagerAppConfigurationTests,"testFullScreenAppOrientationRequests()
testNonFullScreenAppOrientationRequests()",CtsServicesHostTestCases,,,New in Q,,124501178,9245852,Engineering Productivity (Build / Test / Infra / Tools),Developer Tools,2,,,,,
,6.1,A-0-4,Test Available,,,,android.dpi.cts.ConfigurationScreenLayoutTest,testScreenLayout,CtsDpiTestCases,,,New in Q,,124501178,9245852,Engineering Productivity (Build / Test / Infra / Tools),Developer Tools,2,,,,,
,6.1,C-0-10,Test Available,Yes,Yes,,android.opengl.cts.OpenGlEsVersionTest,testOpenGlEsVersion,CtsOpenGLTestCases,,,,,148611927,12483943,,,,,,,,
,6.1,C-0-11,,,Yes,,CtsDeqpTests,CtsDeqpTests,CtsDeqpTestCases,,,,,,,,,,,,,,
,6.1,C-0-3,Test Available,,,,"android.opengl.cts.OpenGlEsVersionTest
CtsDeqpTests","testOpenGlEsVersion()
CtsDeqpTests",CtsOpenGLTestCases,,,,,,,Engineering Productivity(Developer Tools Compatibility,Developer Tools,1,,,,,
,6.1,C-0-4,Not testable,,,,android.opengl.cts.OpenGlEsVersionTest,testExtensionPack,CtsOpenGLTestCases,,,,135703326,,,Engineering Productivity(Developer Tools Compatibility,Developer Tools,-1,,,,,
,6.1,C-0-5,Test Available,,,,android.opengl.cts.OpenGlEsVersionTest,testRequiredExtensions,CtsOpenGLTestCases,,,,,,,Security,Security,2,,,,,
,6.1,C-0-6,Other (see comment),,,,CtsDeqpTests,CtsDeqpTests,CtsDeqpTestCases,Implicitly tested by all CTS tests. Requires ADB,,,,,,Engineering Productivity(Developer Tools Compatibility,Developer Tools,2,,,,,
,6.1,C-0-7,Other (see comment),,,,android.opengl.cts.OpenGlEsVersionTest,testExtensionPack(),CtsOpenGLTestCases,CTS test harness uses ddmlib(implicit coverage),,,,,,Engineering Productivity(Developer Tools Compatibility,Developer Tools,1,,,,,
,6.1,C-0-8,Test Available,,,,android.opengl.cts.OpenGlEsVersionTest,testExtensionPack(),CtsOpenGLTestCases,,,,,,,Engineering Productivity(Developer Tools Compatibility,Developer Tools,1,,,,,
,6.1,C-0-9,Test Available,,,,android.opengl.cts.OpenGlEsVersionTest,testRequiredEglExtensions,CtsOpenGLTestCases,,,,,,,Engineering Productivity(Developer Tools Compatibility,Developer Tools,1,,,,,
,6.1,C-1-1,Test Available,,,,android.graphics.cts.VulkanFeaturesTest,testVulkanHardwareFeatures,CtsGraphicsTestCases,"Test uses adb to enable disable which covers
the affordance for developers",,,,,,Engineering Productivity(Developer Tools Compatibility,Developer Tools,2,,,,,
,6.1,C-1-2,Test Available,,,,android.graphics.cts.VulkanFeaturesTest,testVulkanHardwareFeatures,CtsGraphicsTestCases,,,,,,,Engineering Productivity(Developer Tools Compatibility,Developer Tools,2,,,,,
,6.1,C-2-1,Not testable,,,,CtsDeqpTests,CtsDeqpTests,CtsDeqpTestCases,Unconditional in GMS so tested in GTS.,,New in Q,,123031812,6808622,Engineering Productivity(Developer Tools Compatibility,Developer Tools,-1,,,,,
,6.1,C-2-2,Not testable,,,,CtsDeqpTests,CtsDeqpTests,CtsDeqpTestCases,Unconditional in GMS so tested in GTS.,,New in Q,,123031812,6808622,Engineering Productivity(Developer Tools Compatibility,Developer Tools,-1,,,,,
,6.1,C-3-1,,,Yes,,vkiApiFeatureInfo,checkDeviceExtensions,CtsDeqpTestCases,,,,,,,,,,,,,,
,6.1,C-3-2,,,Yes,,android.graphics.cts.VulkanFeaturesTest,testVulkanHardwareFeatures,CtsGraphicsTestCases,,,,,,,,,,,,,,
,6.1,C-4-1,,,Yes,,android.graphics.cts.VulkanFeaturesTest,testVulkanHardwareFeatures,CtsGraphicsTestCases,,,,,,,,,,,,,,
,6.1,C-5-1,,,Yes,,android.graphics.cts.VulkanFeaturesTest,testVulkan1_1Requirements,CtsGraphicsTestCases,,,,,,,,,,,,,,
,6.1,H-0-3,Test Available,,,,android.rendersrcipt.cts.RenderScriptTest,public void .*,CtsRenderScriptTestCases,,,New in Q,,12450178,9245852,Engineering Productivity (Build / Test / Infra / Tools),Developer Tools,2,,,,,
,6.1,H-0-4,Test Available,,,,android.acceleration.cts.HardwareAccelerationTest,testIsHardwareAccelerated,CtsAccelerationTestCases,,,New in Q,,12450178,9245852,Engineering Productivity (Build / Test / Infra / Tools),Developer Tools,2,,,,,
,6.1,H-0-5,Test Available,,,,"android.acceleration.cts.HardwareAccelerationTest
android.acceleration.cts.SoftwareAccelerationTest
android.acceleration.cts.WindowFlagHardwareAccelerationTest","testIsHardwareAccelerated
testNotAttachedView",CtsAccelerationTestCases,,,New in Q,,12450178,9245852,Engineering Productivity (Build / Test / Infra / Tools),Developer Tools,2,,,,,
,6.1,H-0-6,,,,,android.uirendering.cts.testclasses.TextureViewTests,public void .*,CtsUiRenderingTestCases,,,,,,,,,,,,,,
,6.1,T-0-2,Test Available,,,,,,,,,New in Q,,124501178,9245852,Engineering Productivity (Build / Test / Infra / Tools),Developer Tools,2,,,,,
,6.1,T-0-3,Test Available,,,,,,,,,New in Q,,124501178,9245852,Engineering Productivity (Build / Test / Infra / Tools),Developer Tools,2,,,,,
,6.1,T-0-4,Test Available,,,,,,,,,New in Q,,124501178,9245852,Engineering Productivity (Build / Test / Infra / Tools),Developer Tools,2,,,,,
,6.2,C-0-2,Manually Testable Missing Test,,,,android.opengl.cts.OpenGlEsVersionTest,testRequiredGLESVersion(),CtsOpenGlTestCases,This would require manually verifying for every device,,,,,,Setup Wizard & Settings,SUW/Settings,0.2,,,,,
,6.2,C-0-3,Not testable,,,,android.opengl.cts.OpenGlEsVersionTest,testRequiredEglExtensionsForWideColorDisplay(),CtsOpenGlTestCases,,,,,,,Engineering Productivity(Developer Tools Compatibility,Developer Tools,-1,,,,,
,7.1.1.1,A-0-2,Test Available,,,,,,,,,,,119317282,,Hardware(Display And Graphics),Graphics,2,,,,,
,7.1.1.1,C-1-1,Other (see comment),,,,,,,"No plans to add tests for these requirement
/Not sure if testable",,,,,,Hardware(Display And Graphics),Graphics,-1,,,,,
,7.1.1.1,C-2-1,,,Yes,,,,,,,,,,,,,,,,,,
,7.1.1.1,C-3-1,,,Yes,,,,,,,,,,,,,,,,,,
,7.1.1.1,H-1-1,,,Yes,,,,,,,,,,,,,,,,,,
,7.1.1.1,H-2-1,,,Yes,,"android.view.inputmethod.ctsInputMethodManagerTest
android.inputmethodservice.cts.hostside.InputMethodServiceLifecycleTest",public void.*,"CtsInputMethodTestCases
CtsInputMethodServiceHostTestCases",,,,,,,,,,,,,,
,7.1.1.2,C-0-2,Test Available,,,,android.view.cts.KeyCharacterMapTest,setup(),CtsViewTestCases,,,,,,,Hardware(Display And Graphics),Graphics,2,,,,,
,7.1.1.2,C-0-3,Test Available,,,,android.inputmethodservice.cts.hostside.InputMethodServiceLifeCycleTest,testSwitchIme(),CtsInputMethodServiceHostTestCases,,,New in Q,,124494228,5623480,Hardware(Display And Graphics),Graphics,2,,,,,
,7.1.1.3,C-1-1,Manually Testable Missing Test,,,,,,,,,,,,,Hardware(Display And Graphics),Graphics,0.2,,,,,
,7.1.1.3,C-1-2,Manually Testable Missing Test,,,,,,,,,,,,,Hardware(Display And Graphics),Graphics,0.2,,,,,
,7.1.2,C-2-1,Test Available,,,,android.hardware.input.cts.tests*,android.hardware.input.cts.tests,CtsHardwareTestCases,,,,,,,Hardware(Display And Graphics),Graphics,1,,,,,
,7.1.3,C-0-2,Test Available,,,,,,,,,,,,,Hardware(Display And Graphics),Graphics,1,,,,,
,7.1.3,C-1-1,Test Available,,,,android.view.cts.LongPressBackTest,testAppIsNotDismissed(),CtsViewTestCases,,,,,,,Framework(Activity/Window Manager),Framework,2,,,,,
,7.1.3,C-1-2,Test Available,,,,,,,,,,,,,Hardware(Display And Graphics),Graphics,2,,,,,
,7.1.4.1,C-0-2,Test Available,,,,,,,,,,,,,C++/NDK,C++/NDK,1,,,,,
,7.1.4.1,C-1-1,Test Available,,,,,,,,,,,,,Graphics,Graphics,2,,,,,
,7.1.4.1,C-2-1,Test Available,,,,,,,,,,,,,Graphics,Graphics,2,,,,,
,7.1.4.1,C-2-2,Test Available,,,,,,,,,,,,,Graphics,Graphics,2,,,,,
,7.1.4.1,C-3-1,Test Available,,,,,,,,,,,,,Graphics,Graphics,2,,,,,
,7.1.4.1,C-4-1,Test Available,,,,,,,,,,,,,Graphics,Graphics,2,,,,,
,7.1.4.1,C-5-1,Test Available,,,,,,,,,,,,,Graphics,Graphics,2,,,,,
,7.1.4.1,C-6-1,Test Available,,,,,,,,,,,,,Graphics,Graphics,2,,,,,
,7.1.4.2,C-1-10,,,Yes,,android.systemui.cts.WindowInsetsBehaviorTests,testSystemGestureExclusionLimit,CtsSystemUiTestCases,,,,,,,,,,,,,,
,7.1.4.2,C-1-2,Test Available,,,,,,CtsSystemUiTestCases,,,,,,,Graphics,Graphics,2,,,,,
,7.1.4.2,C-1-3,Test Available,,,,,,CtsSystemUiTestCases,,,,,,,Graphics,Graphics,2,,,,,
,7.1.4.2,C-1-4,Test Missing,,,,,,CtsSystemUiTestCases,,,,135697886,,,Graphics,Graphics,2,,,,,
,7.1.4.2,C-1-5,Not testable,,,,,,,,,,135697886,,,Graphics,Graphics,-1,,,,,
,7.1.4.2,C-1-6,Test Available,,,,android.systemui.cts.WindowInsetsBehaviorTests,swipingWhenImmersive,CtsSystemUiTestCases,,,,,,,C++/NDK,C++/NDK,2,,,,,
,7.1.4.2,C-1-7,Test Available,,,,android.systemui.cts.WindowInsetsBehaviorTests,swipingWhenImmersiveSticky,CtsSystemUiTestCases,,,,,,,C++/NDK,C++/NDK,2,,,,,
,7.1.4.2,C-1-8,,,Yes,,,,,,,,,,,,,,,,,,
,7.1.4.2,C-1-9,,,Yes,,android.view.cts.LongPressBackTest,testAppIsNotDismissed,CtsViewTestCases,,,,,,,,,,,,,,
,7.1.4.2,C-2-1,Test Available,,,,,,,,,,,,,Graphics,Graphics,2,,,,,
,7.1.4.2,C-2-2,Test Available,,,,,,,,,,,,,Graphics,Graphics,2,,,,,
,7.1.4.2,C-3-1,Test Available,,,,,,,,,New in Q,,115676580,7102025,Graphics,Graphics,2,,,,,
,7.1.4.4,C-0-2,Test Available,,,,android.view.cts.LongPressBackTest,testAppIsNotDismissed(),CtsViewTestCases,,,,,,,Systems & Performance,Systems & Performance,2,,,,,
,7.1.4.4,C-0-3,Test Available,,,,android.app.cts.SystemFeaturesTest,testTouchScreenFeatures,CtsAppTestCases,,,,,,,Graphics,Graphics,2,,,,,
,7.1.4.5,C-1-2,Not testable,,,,android.app.cts.SystemFeaturesTest,testTouchScreenFeatures,CtsAppTestCases,Not testable without external hardware,,,,,,Hardware(Display And Graphics),Graphics,-1,,,,,
,7.1.4.5,C-1-3,Not testable,,,,,,,Not testable without external hardware,,,,,,Hardware(Display And Graphics),Graphics,-1,,,,,
,7.1.4.5,C-1-4,Test Available,,,,android.app.cts.SystemFeaturesTest,testTouchScreenFeatures,CtsAppTestCases,,,,,,,Graphics,Graphics,2,,,,,
,7.1.4.5,C-1-5,Test Available,,,,,,,,,New in Q,122074587,122109156,7196552,Graphics,Graphics,2,,,,,
,7.1.4.5,H-1-1,Test Available,,No,,,,,,,,120571778,,,Graphics,Graphics,2,,-1,291,-1,Not testable 
,7.1.4.6,H-0-1,,,Yes,,,,,,,,,,,,,,,,,,
,7.1.4.6,H-1-1,,,Yes,,,,,,,,,,,,,,,,,,
,7.1.4.6,H-1-2,,,Yes,,,,,,,,,,,,,,,,,,
,7.1.4.6,H-1-3,,,Yes,,,,,,,,,,,,,,,,,,
,7.1.4.6,H-1-4,,,Yes,,,,,,,,,,,,,,,,,,
,7.1.6,C-0-2,Not testable,,,,android.app.cts.SystemFeaturesTest,testTouchScreenFeatures,CtsAppTestCases,,,,,,,Hardware(Display And Graphics),Graphics,-1,,,,,
,7.1.6,C-0-3,Not testable,,,,,,,,,,139317147,,,Hardware(Display And Graphics),Graphics,-1,,,,,
,7.2.1,C-1-2,Test Available,,,,android.app.cts.SystemFeaturesTest,testFaketouchFeatures,CtsAppTestCases,,,,,,,Framework (Input),Framework,2,,,,,
,7.2.1,C-1-3,Test Available,,,,,,,,,,,,,Framework (Input),Framework,1,,,,,
,7.2.1,H-0-1,Test Available,,,,,,,,,,,,,Framework (Input),Framework,2,,0,111,0,Testable but missing test and chasing feature owner
,7.2.2,C-1-1,Not testable,,,,android.app.cts.SystemFeaturesTest,testGamepadFeature(),CtsAppTestCases,,,,,,,Framework (Input),Framework,-1,,,,,
,7.2.3,A-0-1,Not testable,,,,"com.android.cts.verifier.car.GearSelectionActivity
com.android.cts.verifier.car.ParkingBrakeOnTestActivity","com.android.cts.verifier.car.GearSelectionActivity.*
com.android.cts.verifier.car.ParkingBrakeOnTestActivity.*",CtsVerifierCarTestCases,,,,,,,Framework (Input),Framework,-1,,,,,
,7.2.3,A-0-2,Test Available,,,,NightModeTestActivity.java,,,,,,,,,Framework (Input),Framework,2,,,,,
,7.2.3,C-1-1,Not testable,,,,,,,,,,,,,Framework (Input),Framework,-1,,,,,
,7.2.3,C-1-2,Not testable,,,,android.hardware.cts.SensorAdditionalInfoTest,testSensorAdditionalInfo,CtsSensorTestCases,,,,,,,Framework (Input),Framework,-1,,,,,
,7.2.3,C-2-1,Not testable,,,,android.app.cts.SystemFeaturesTest,testSensorFeatures(),CtsAppTestCases,,,,,,,Framework (Input),Framework,-1,,,,,
,7.2.3,C-2-2,Not testable,,,,android.app.cts.SystemFeaturesTest,testSensorFeatures(),CtsAppTestCases,,,,,,,Framework (Input),Framework,-1,,,,,
,7.2.3,C-3-1,,,Yes,,android.hardware.cts.SensorTest,"testRequestTriggerWithNonTriggerSensor()
testCancelTriggerWithNonTriggerSensor()
testRegisterWithTriggerSensor()",CtsSensorTestCases,,,,,,,,,,,,,,
,7.2.3,C-5-1,Not testable,,,,android.hardware.cts.SensorParameterRangeTest,checkSensorRangeAndFrequency(),CtsSensorTestCases,,,,,,,Framework (Input),Framework,-1,,,,,
,7.2.3,C-5-2,Not testable,,,,android.hardware.cts.SingleSensorTests,"testAccelerometer_.*hz
testMagneticField_*hz",CtsSensorTestCases,,,,,,,Framework (Input),Framework,-1,,,,,
,7.2.3,C-5-3,Not testable,,,,android.hardware.cts.SingleSensorTests,testAccelerometer_.*hz,CtsSensorTestCases,,,,,,,Framework (Input),Framework,-1,,,,,
,7.2.3,C-6-2,Test Available,,,,android.hardware.cts.SingleSensorTests,"testMagneticField_.*hz
testGyroscope_.*hz
testPressure_.*hz",CtsSensorTestCases,,,New in Q,,124518180,8086046,Framework (Input),Framework,2,,,,,
,7.2.3,C-6-3,Test Missing,,,,com.android.cts.verifier.sensors.DeviceSuspendTestActivity,"testAPWakeUpWhenReportLatenchExpiresAccel
testAPWakeUpWhenReportLatencyExpiresGyro
testesAPWakeUpWhenLatencyExpires.*",CtsVerifierSensorTestCases,,,New in Q,139547712,124518180,8086046,Framework (Input),Framework,0,,,,,
,7.2.3,C-6-4,Manually Testable Missing Test,,,,android.hardware.cts.SingleSensorTests,"testGravity1_hz
testGameRotationVector
testLinearAcceleration",CtsSensorTestCases,,,New in Q,139547712,124518180,8086046,Framework (Input),Framework,0.2,,,,,
,7.2.3,C-7-1,Test Missing,,,,,,,,,New in Q,139547712,124518180,8086046,Framework (Input),Framework,0,,,,,
,7.2.3,C-7-2,Not testable,,,,,,,,,New in Q,,124518180,8086046,Framework (Input),Framework,-1,,,,,
,7.2.3,C-7-3,Test Available,,,,android.hardware.cts.SingleSensorTests,testAccelerometer_100hz(),CtsSensorTestCases,,,New in Q,,124518180,8086046,Framework (Input),Framework,2,,,,,
,7.2.3,C-7-4,Test Available,,,,"android.hardware.cts.helpers.sensorverification.
MeanVerification","android.hardware.cts.helpers.sensorverification.
MeanVerification.addCarDefaultTests",CtsSensorTestCases,,,New in Q,,124518180,8086046,Framework (Input),Framework,2,,,,,
,7.2.3,H-0-1,Not testable,,,,android.hardware.cts.SingleSensorTests,testSensorProperties(),CtsSensorTestCases,,,New in Q,139547712,124518180,8086046,Framework (Input),Framework,0,,,,,
,7.2.3,H-0-2,Test Available,,,,"android.app.cts.SystemFeaturesTest
android.hardware.cts.SensorTests","testSensorFeatures()
testSensorOperations()","CtsAppTestCases
CtsSensorTestCases",,,,,,,Framework (Input),Framework,2,,1,135,1,Not an exact test
,7.2.3,H-0-3,Not testable,,,,android.hardware.cts.SingleSensorTests,android.hardware.cts.SensorTests.*,CtsSensorTestCases,,,Updated in Q,139317147,124445210,7537140,Framework (Input),Framework,0,,2,539,2,Exact test
,7.2.3,H-0-4,Not testable,,,,android.hardware.cts.SensorParameterRangeTest,testAccelerometerRange,CtsSensorTestCases,,,Updated in Q,139317147,124445210,7537140,Framework (Input),Framework,0,,,674,0.1,"Manually testable, but extremely difficult to scale as it requires hacker level debug to validate"
,7.2.3,T-0-1,Not testable,,,,android.hardware.cts.SensorTests,testSensorOperations(),CtsSensorTestCases,,,,,,,Framework (Input),Framework,-1,,,,,
,7.2.3,T-0-2,Test Available,,,,android.hardware.cts.SingleSensorTests,testAccelerometer_fastest(),CtsSensorTestCases,,,,,,,Framework (Input),Framework,2,,,,,
,7.2.4,C-1-2,Test Available,,,,,,,,,,110267244,,,Framework (Input),Framework,2,,,,,
,7.2.4,C-2-1,Not testable,,,,android.hardware.cts.SingleSensorTests,"testGravity1_hz
testLinearAcceleration",CtsSensorTestCases,,,,,,,Framework (Input),Framework,-1,,,,,
,7.2.4,C-3-1,Test Available,,,,android.hardware.cts.SingleSensorTests,testGameRotationVector,CtsSensorTestCases,,,,,,,Framework (Input),Framework,2,,,,,
,7.2.4,C-3-2,,,Yes,,android.hardware.cts.SingleSensorTests,testAccelerometer_100hz,CtsSensorTestCases,,,,,,,,,,,,,,
,7.2.4,C-3-3,,,Yes,,,,,,,,,,,,,,,,,,
,7.2.4,H-0-1,Manually Testable Missing Test,,,,,,,"The requirement states. Handheld devices must support touchscreen input. As far as specific test go systemfeaturestest#touchscreenfeatures could be modified to add: if (handheld)assertavailable(FEATURE_TOUCHSCREEN) .but since HH feature is not exposed don't think its feasible. However the test checks for FEATURE_TOUCHSCREEN for 
devices where configinfo!= TOUCHSCREEN_NOTOUCH which should cover HH devices too. Also most tests in CTS-V require some form of touch input ",,,,,,Framework (Input),Framework,0.3,,,,0.2,"Manually testable, but extremely difficult to scale as the passing criteria can be subjective (e.g. different UI affodance/implementation is allowed) "
,7.2.5,C-1-2,Test Missing,,,,,,,Punted to R. Reason: Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
,7.2.5,C-1-3,Test Missing,,,,,,,Punted to R. Reason: Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
,7.2.5,C-1-4,Test Missing,,,,,,,Punted to R. Reason: Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
,7.2.5,C-1-5,Test Missing,,,,,,,Punted to R. Reason: Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
,7.2.5,C-1-6,Test Missing,,,,,,,Punted to R. Reason: Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
,7.2.5,C-2-1,Test Available,,,,,,,,,,110267244,,,Framework (Input),Framework,2,,,,,
,7.2.5,C-2-2,Test Missing,,,,,,,Punted to R Reason:Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
,7.2.5,C-3-1,Test Available,,,,,,,,,,110267244,,,Framework (Input),Framework,2,,,,,
,7.2.5,C-3-2,Test Missing,,,,,,,Punted to R Reason:Not trivial to add tests,,,110267244,,,Framework (Input),Framework,0,,,,,
,7.2.6.1,C-2-1,,,Yes,,,,,,,,,,,,,,,,,,
,7.2.6.1,T-0-1,Test Available,,,,,,,,,,,129089802,,Framework (Input),Framework,2,,,,,
,7.3,A-0-1,Test Available,,,,,,,"PERF_VEHICLE_SPEED is not tested.(see test tracking
bug)",,New in Q,13285790,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,A-0-2,Test Available,,,,,,,,,,124132292,,,Location & Sensors,Location & Sensors,0,,,,,
,7.3,A-0-2,Not testable,,,,,,,Likely Not Feasible,,New in Q,135475415,123728101,7058495,Location & Sensors,Location & Sensors,0,,,,,
,7.3,A-0-3,Test Available,,,,,,,,,New in Q,134609654,124122435,7061968,Location & Sensors,Location & Sensors,2,,,,,
,7.3,C-0-2,Test Available,,,,,,,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,C-0-3,Test Available,,,,,,,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,C-1-1,Test Available,,,,"com.android.cts.verifier.sensors.sixdof.Activities
.TestActivity","com.android.cts.verifier.sensors.sixdof.Activities
.TestActivity.*",CtsVerifierSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,C-1-2,Test Available,,,,,,,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,C-1-3,Test Available,,,,"android.hardware.cts.SingleSensorTests
android.hardware.cts.SensorTest","testMagneticField_10hz
testSensorOperations",CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
,7.3,C-1-4,Test Available,,,,android.hardware.cts.SingleSensorTests,testMagneticField_10hz,CtsSensorTestCases,,,,,,,Location & Sensors,Location & Sensors,2,,,,,
