"Section"	"section_id"	"req_id"	"Test Availability"	"class_def"	"method"	"module"	"method_text"	"full_key"	"requirement"	"key_as_number"	"search_terms"	"manual_search_terms"	"not_search_terms"	"not_files"	"matched_terms"	"search_roots"	"qualified_method"	"max_matches"	"file_name"	"matched_files"	"methods_string"	"urls"	"protected"	"Area"	"Shortened"	"Test Level"
"190:576119) 7.3.10  . Biometric Sensors"	"7.3.10"	"C-1-10"	""	""	""	""	""	"7.3.10/C-1-10"	"""C-1-10] MUST disable biometrics once primary authentication backoff has first triggered as described in"""	"07031000.670110"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"265:736337) 9.8.12  . Music Recognition"	"9.8.12"	"C-1-2"	""	""	""	""	""	"9.8.12/C-1-2"	"""C-1-2] MUST enforce that a single, pre-installed, music recognition application implements MusicRecognitionService."""	"09081200.670102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201:599616) 7.4.2.4  . Wi"	"7.4.2.4"	"C-1-9"	""	""	""	""	""	"7.4.2.4/C-1-9"	"""C-1-9] MUST keep Passpoint configurations persistent across reboots."""	"07040204.670109"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270:744174) 9.9.3  . Encryption Methods"	"9.9.3"	"C-1-9"	""	""	""	""	""	"9.9.3/C-1-9"	"""C-1-9] CE keys MUST be bound to a default passcode when the user has not specified lock screen credentials."""	"09090300.670109"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255:716831) 9.8.2  . Recording"	"9.8.2"	"H-4-4"	""	""	""	""	""	"9.8.2/H-4-4"	""">9.8.2/H-4-4] MUST display the list of Recent and Active apps using the microphone as returned from PermissionManager.getIndicatorAppOpUsageData(), along with any attribution messages associated with them. If Handheld device implementations declare android.hardware.camera.any, they: [<a href=""#9_8_2_privacy"""""	"09080200.720404"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190:576119) 7.3.10  . Biometric Sensors"	"7.3.10"	"C-0-2"	""	""	""	""	""	"7.3.10/C-0-2"	"""C-0-2] of section 9.11."""	"07031000.670002"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246:691929) 9.1  . Permissions"	"9.1"	"C-4-2"	""	""	""	""	""	"9.1/C-4-2"	"""C-4-2] MUST NOT have android.permission.INTERNET permission. This is stricter than the STRONGLY RECOMMENDED listed in section 9.8.6."""	"09010000.670402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"250:699468) 9.5  . Multi"	"9.5"	"C-3-3"	""	""	""	""	""	"9.5/C-3-3"	"""C-3-3] MUST have isolated private app data directories from the parent user account."""	"09050000.670303"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270:744174) 9.9.3  . Encryption Methods"	"9.9.3"	"C-1-14"	""	""	""	""	""	"9.9.3/C-1-14"	"""C-1-14] MUST NOT use the same File Based Encryption (FBE) keys or subkeys for different cryptographic purposes (e.g. for both encryption and key derivation, or for two different encryption algorithms)."""	"09090300.670114"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	"7.1.4.1"	"A-0-2"	""	""	""	""	""	"7.1.4.1/A-0-2"	""">7.1.4.1/A-0-2] MUST support Vulkan 1.1. [<a href=""#7_1_display_and_graphics"""""	"07010401.650002"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"17:166031) 2.2.7.1  . Media"	"2.2.7.1"	"H-1-8"	""	""	""	""	""	"2.2.7.1/H-1-8"	"""5.1/H-1-8] MUST have a codec initialization latency of 50 ms or less for a 128 kbps or lower bitrate audio encoding session for all audio encoders when under load.Load here is defined as a concurrent 1080p to 720p video-only transcoding session using hardware video codecs together with the 1080p audio-video recording initialization. && 5.1/H-1-8] MUST have a codec initialization latency of 50 ms or less for a 128 kbps or lower bitrate audio encoding session for all audio encoders when under load.Load here is defined as a concurrent 1080p to 720p video-only transcoding session using hardware video codecs together with the 1080p audio-video recording initialization. | 5.1/H-1-8] MUST have a codec initialization latency of 40 ms or less for a 128 kbps or lower bitrate audio encoding session for all audio encoders when under load. Load here is defined as a concurrent 1080p to 720p video-only transcoding session using hardware video codecs together with the 1080p audio-video recording initialization."""	"02020701.720108"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246:691929) 9.1  . Permissions"	"9.1"	"C-1-1"	""	""	""	""	""	"9.1/C-1-1"	"""C-1-1] MUST NOT have the following permissions silently granted by the admin: Location (ACCESS_BACKGROUND_LOCATION, ACCESS_COARSE_LOCATION, ACCESS_FINE_LOCATION). Camera (CAMERA) Microphone (RECORD_AUDIO) Body sensor (BODY_SENSORS) Physical activity (ACTIVITY_RECOGNITION) If device implementations provide a user affordance to choose which apps can draw on top of other apps with an activity that handles the ACTION_MANAGE_OVERLAY_PERMISSION intent, they: """	"09010000.670101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"101:372410) 3.15  . Instant Apps"	"3.15"	"C-0-5"	""	""	""	""	""	"3.15/C-0-5"	"""C-0-5] MUST provide a user affordance to view and delete Instant Apps locally cached for each individual app package."""	"03150000.670005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263:733095) 9.8.10  . Connectivity Bug Report"	"9.8.10"	"C-1-5"	""	""	""	""	""	"9.8.10/C-1-5"	"""C-1-5] MUST NOT include the following in the generated reports: Any kind of information that isn&#39;t directly related to connectivity debugging. Any kind of user-installed application traffic logs or detailed profiles of user-installed applications/packages (UIDs are okay, package names are not). MAY include additional information that is not associated with any user identity. (e.g. vendor logs). If device implementations include additional information (e.g. vendor logs) in bug reports and that information has privacy/security/battery/storage/memory impact, they: """	"09081000.670105"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201:599616) 7.4.2.4  . Wi"	"7.4.2.4"	"C-1-5"	""	""	""	""	""	"7.4.2.4/C-1-5"	"""C-1-5] MUST follow the AOSP implementation to discover, match and associate to Passpoint networks."""	"07040204.670105"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"194:582721) 7.4.1  . Telephony"	"7.4.1"	"C-5-1"	""	""	""	""	""	"7.4.1/C-5-1"	"""C-5-1] MUST declare the android.hardware.telephony.ims feature flag and provide a complete implementation of the ImsService API for both MMTEL and RCS User Capability Exchange API."""	"07040100.670501"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"20:171592) 2.2.7.4  . Performance"	"2.2.7.4"	"H-1-2"	""	""	""	""	""	"2.2.7.4/H-1-2"	"""8.2/H-1-2] MUST ensure a random write performance of at least 10 MB/s."""	"02020704.720102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"250:699468) 9.5  . Multi"	"9.5"	"C-3-2"	""	""	""	""	""	"9.5/C-3-2"	"""C-3-2] MUST NOT have this as a work profile."""	"09050000.670302"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"266:737364) 9.8.13  . SensorPrivacyManager"	"9.8.13"	"C-1-2"	""	""	""	""	""	"9.8.13/C-1-2"	"""C-1-2] MUST, when an app tries to access a blocked microphone or camera, present the user with a non-dismissable user affordance that clearly indicates that the sensor is blocked and requires a choice to continue blocking or unblock as per the AOSP implementation which meets this requirement. && C-1-2] MUST, when an app tries to access a blocked microphone or camera, present the user with a non-dismissable user affordance that clearly indicates that the sensor is blocked and requires a choice to continue blocking or unblock as per the AOSP implementation which meets this requirement. | C-1-2] above. <h3 id=""99_data_storage_encryption"" """	"09081300.670102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255:716831) 9.8.2  . Recording"	"9.8.2"	"H-4-3"	""	""	""	""	""	"9.8.2/H-4-3"	""">9.8.2/H-4-3] MUST not hide the microphone indicator for system apps that have visible user interfaces or direct user interaction. [<a href=""#9_8_2_privacy"""""	"09080200.720403"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"250:699468) 9.5  . Multi"	"9.5"	"C-2-1"	""	""	""	""	""	"9.5/C-2-1"	"""C-2-1] MUST have separate and isolated shared application storage (a.k.a. /sdcard) directories for each user instance."""	"09050000.670201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"206:607824) 7.4.3  . Bluetooth"	"7.4.3"	"C-6-1"	""	""	""	""	""	"7.4.3/C-6-1"	"""C-6-1] MUST restrict access to any Bluetooth metadata (such as scan results) which could be used to derive the location of the device, unless the requesting app successfully passes an android.permission.ACCESS_FINE_LOCATION permission check based on its current foreground/background state. If device implementations include support for Bluetooth or Bluetooth Low Energy and the app manifest does not include a declaration from the developer stating that they are not deriving location from Bluetooth, then, they: """	"07040300.670601"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"17:166031) 2.2.7.1  . Media"	"2.2.7.1"	"H-1-6"	""	""	""	""	""	"2.2.7.1/H-1-6"	"""5.1/H-1-6] MUST support 6 instances of hardware video decoder and hardware video encoder sessions (AVC or HEVC) in any codec combination running concurrently at 720p@30 fps resolution. && 5.1/H-1-6] MUST support 6 instances of hardware video decoder and hardware video encoder sessions (AVC or HEVC) in any codec combination running concurrently at 720p@30 fps resolution. | 5.1/H-1-6] MUST support 6 instances of hardware video decoder and hardware video encoder sessions (AVC, HEVC, VP9* or later) in any codec combination running concurrently at 720p@30fps resolution. *Only 2 instances are required if VP9 codec is present."""	"02020701.720106"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"190:576119) 7.3.10  . Biometric Sensors"	"7.3.10"	"C-2-9"	""	""	""	""	""	"7.3.10/C-2-9"	"""C-2-9] MUST make the biometric sensor available to third-party applications. If device implementations wish to treat a biometric sensor as Class 3 (formerly Strong), they: """	"07031000.670209"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"66:300552) 3.5.1  . Application Restriction"	"3.5.1"	"C-2-1"	""	""	""	""	""	"3.5.1/C-2-1"	"""C-2-1]MUST follow the implementation described in this document. <h4 id=""352_application_hibernation"" """	"03050100.670201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"7.1.4"	"7.1.4"	"C-2-4"	""	""	""	""	""	"7.1.4/C-2-4"	"""C-2-4] MUST at least support version 132383489 (from Mar 1st, 2020) as reported in the android.software.opengles.deqp.level feature flag."""	"07010400.670204"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"202:600769) 7.4.2.5  . Wi"	"7.4.2.5"	"C-1-4"	""	""	""	""	""	"7.4.2.5/C-1-4"	"""C-1-4] MUST be accurate to within 2 meters at 80 MHz bandwidth at the 68th percentile (as calculated with the Cumulative Distribution Function). <h5 id=""7426_wi-fi_keepalive_offload"" """	"07040205.670104"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3.9.1"	"3.9.1"	"C-1-9"	""	""	""	""	""	"3.9.1/C-1-9"	"""C-1-9] MUST send the ACTION_ADMIN_POLICY_COMPLIANCE intent to the Device Owner app if a Device Owner is established during provisioning regardless of the provisioning method used. The user must not be able to proceed in the Setup Wizard until the Device Owner app finishes. When the device implementation has user data, it: """	"03090100.670109"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"245:681614) 9  . Security Model Compatibility"	"9"	"C-1-1"	""	""	""	""	""	"9/C-1-1"	"""C-1-1] MUST support the requirements listed in the following subsections. <h3 id=""91_permissions"" """	"09000000.670101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"101:372410) 3.15  . Instant Apps"	"3.15"	"C-0-6"	""	""	""	""	""	"3.15/C-0-6"	"""C-0-6] MUST provide a persistent user notification that can be collapsed while an Instant App is running in the foreground. This user notification MUST include that Instant Apps do not require installation and provide a user affordance that directs the user to the application info screen in Settings. For Instant Apps launched via web intents, as defined by using an intent with action set to Intent.ACTION_VIEW and with a scheme of &quot;http&quot; or &quot;https&quot;, an additional user affordance SHOULD allow the user not to launch the Instant App and launch the associated link with the configured web browser, if a browser is available on the device."""	"03150000.670006"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"19:170348) 2.2.7.3  . Hardware"	"2.2.7.3"	"H-2-1"	""	""	""	""	""	"2.2.7.3/H-2-1"	"""7.1.1.1/H-2-1] MUST have screen resolution of at least 1080p. && 7.1.1.1/H-2-1] MUST have screen resolution of at least 1080p. | 7.1.1.3/H-2-1] MUST have screen density of at least 400 dpi. && 7.1.1.1/H-2-1] MUST have screen resolution of at least 1080p. && 7.1.1.1/H-2-1] MUST have screen resolution of at least 1080p. | 7.1.1.3/H-2-1] MUST have screen density of at least 400 dpi. | 7.6.1/H-2-1] MUST have at least 6 GB of physical memory. <h4 id=""2274_performance"" """	"02020703.720201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"188:552069) 7.3.8  . Proximity Sensor"	"7.3.8"	"C-1-4"	""	""	""	""	""	"7.3.8/C-1-4"	"""C-1-4] MUST report a maximum range and resolution of 5. <h4 id=""739_high_fidelity_sensors"" """	"07030800.670104"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246:691929) 9.1  . Permissions"	"9.1"	"C-3-1"	""	""	""	""	""	"9.1/C-3-1"	"""C-3-1] MUST show a disclaimer during fully managed device setup (device owner setup) stating that the IT admin will have the ability to allow apps to control settings on the phone including microphone, camera and location, with options for user to continue setup or exit setup UNLESS the admin has opted out of control of permissions on the device. If device implementations pre-install any packages that hold any of the System UI Intelligence, System Ambient Audio Intelligence, System Audio Intelligence, System Notification Intelligence, System Text Intelligence, or System Visual Intelligence roles, the packages: """	"09010000.670301"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3.9.1"	"3.9.1"	"C-1-8"	""	""	""	""	""	"3.9.1/C-1-8"	"""C-1-8] MUST send the ACTION_GET_PROVISIONING_MODE intent after device owner provisioning is triggered so that the DPC app can choose whether to become a Device Owner or a Profile Owner unless it can be determined from context that there is only one valid option (such as for NFC based provisioning where Profile Owner provisioning is not supported). && C-1-8] MUST send the ACTION_GET_PROVISIONING_MODE intent after device owner provisioning is triggered so that the DPC app can choose whether to become a Device Owner or a Profile Owner unless it can be determined from context that there is only one valid option (such as for NFC based provisioning where Profile Owner provisioning is not supported). | C-1-8] MUST send ACTION_MANAGED_PROFILE_PROVISIONED broadcast to the personal profile DPC when a Profile Owner is established, regardless of the provisioning method used. <h4 id=""392_managed_profile_support"" """	"03090100.670108"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246:691929) 9.1  . Permissions"	"9.1"	"C-4-1"	""	""	""	""	""	"9.1/C-4-1"	"""C-4-1] MUST fulfill all requirements outlined for device implementations in section &quot;9.8.6 Content Capture&quot;."""	"09010000.670401"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"18:169364) 2.2.7.2  . Camera"	"2.2.7.2"	"H-1-5"	""	""	""	""	""	"2.2.7.2/H-1-5"	"""7.5/H-1-5] MUST have camera2 JPEG capture latency &lt; 1000ms for 1080p resolution as measured by the CTS camera PerformanceTest under ITS lighting conditions (3000K) for both primary cameras. && 7.5/H-1-5] MUST have camera2 JPEG capture latency &lt; 1000ms for 1080p resolution as measured by the CTS camera PerformanceTest under ITS lighting conditions (3000K) for both primary cameras. | 7.5/H-1-5] MUST have camera2 JPEG capture latency &lt; 1000 ms for 1080p resolution as measured by the CTS camera PerformanceTest under ITS lighting conditions (3000K) for both primary cameras."""	"02020702.720105"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"104:385404) 3.18  . Contacts"	"3.18"	"C-0-9"	""	""	""	""	""	"3.18/C-0-9"	"""C-0-9] MUST support verifying .apk files using the APK Signature Scheme v4. If device implementations are already launched on an earlier Android version and cannot meet the requirements && C-0-9] MUST support verifying .apk files using the APK Signature Scheme v4. If device implementations are already launched on an earlier Android version and cannot meet the requirements | C-0-9] through a system software update, they MAY be exempted from these requirements. <h2 id=""5_multimedia_compatibility"" """	"03180000.670009"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255:716831) 9.8.2  . Recording"	"9.8.2"	"H-5-1"	""	""	""	""	""	"9.8.2/H-5-1"	""">9.8.2/H-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in section 9.1 with CDD identifier [C-4-X]. [<a href=""#9_8_2_privacy"""""	"09080200.720501"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"265:736337) 9.8.12  . Music Recognition"	"9.8.12"	"C-1-1"	""	""	""	""	""	"9.8.12/C-1-1"	"""C-1-1] MUST enforce that the caller of MusicRecognitionManager holds the MANAGE_MUSIC_RECOGNITION permission"""	"09081200.670101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255:716831) 9.8.2  . Recording"	"9.8.2"	"H-5-2"	""	""	""	""	""	"9.8.2/H-5-2"	""">9.8.2/H-5-2] MUST display Recent and Active apps using camera as returned from PermissionManager.getIndicatorAppOpUsageData(), along with any attribution messages associated with them. [<a href=""#9_8_2_privacy"""""	"09080200.720502"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246:691929) 9.1  . Permissions"	"9.1"	"C-0-13"	""	""	""	""	""	"9.1/C-0-13"	"""C-0-13] MUST use the AppOpsManager APIs to record and track each and every programmatic access of data protected by dangerous permissions from Android activities and services. """	"09010000.670013"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270:744174) 9.9.3  . Encryption Methods"	"9.9.3"	"C-1-5"	""	""	""	""	""	"9.9.3/C-1-5"	"""C-1-5] MUST encrypt file contents and filesystem metadata using AES-256-XTS or Adiantum. AES-256-XTS refers to the Advanced Encryption Standard with a 256-bit cipher key length, operated in XTS mode; the full length of the key is 512 bits. Adiantum refers to Adiantum-XChaCha12-AES, as specified at https://github.com/google/adiantum. Filesystem metadata is data such as file sizes, ownership, modes, and extended attributes (xattrs)."""	"09090300.670105"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255:716831) 9.8.2  . Recording"	"9.8.2"	"T-5-1"	""	""	""	""	""	"9.8.2/T-5-1"	""">9.8.2/T-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in Section 9.1 Permissions with CDD identifier [C-3-X]. [[<a href=""#9_8_2_privacy"""""	"09080200.840501"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"104:385404) 3.18  . Contacts"	"3.18"	"C-0-6"	""	""	""	""	""	"3.18/C-0-6"	"""C-0-6] MUST NOT install application packages from unknown sources, unless the app that requests the installation meets all the following requirements: It MUST declare the REQUEST_INSTALL_PACKAGES permission or have the android:targetSdkVersion set at 24 or lower. It MUST have been granted permission by the user to install apps from unknown sources. SHOULD provide a user affordance to grant/revoke the permission to install apps from unknown sources per application, but MAY choose to implement this as a no-op and return RESULT_CANCELED for startActivityForResult(), if the device implementation does not want to allow users to have this choice. However, even in such cases, they SHOULD indicate to the user why there is no such choice presented. """	"03180000.670006"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"20:171592) 2.2.7.4  . Performance"	"2.2.7.4"	"H-2-3"	""	""	""	""	""	"2.2.7.4/H-2-3"	"""8.2/H-2-3] MUST ensure a sequential read performance of at least 250 MB/s."""	"02020704.720203"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"20:171592) 2.2.7.4  . Performance"	"2.2.7.4"	"H-2-4"	""	""	""	""	""	"2.2.7.4/H-2-4"	"""8.2/H-2-4] MUST ensure a random read performance of at least 40 MB/s. <h3 id=""23_television_requirements"" """	"02020704.720204"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270:744174) 9.9.3  . Encryption Methods"	"9.9.3"	"C-1-11"	""	""	""	""	""	"9.9.3/C-1-11"	"""C-1-11] MUST use the mandatorily supported ciphers, key lengths and modes."""	"09090300.670111"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"17:166031) 2.2.7.1  . Media"	"2.2.7.1"	"H-1-7"	""	""	""	""	""	"2.2.7.1/H-1-7"	"""5.1/H-1-7] MUST have a codec initialization latency of 65 ms or less for a 1080p or smaller video encoding session for all hardware video encoders when under load. Load here is defined as a concurrent 1080p to 720p video-only transcoding session using hardware video codecs together with the 1080p audio-video recording initialization. && 5.1/H-1-7] MUST have a codec initialization latency of 65 ms or less for a 1080p or smaller video encoding session for all hardware video encoders when under load. Load here is defined as a concurrent 1080p to 720p video-only transcoding session using hardware video codecs together with the 1080p audio-video recording initialization. | 5.1/H-1-7] MUST have a codec initialization latency of 50 ms or less for a 1080p or smaller video encoding session for all hardware video encoders when under load. Load here is defined as a concurrent 1080p to 720p video-only transcoding session using hardware video codecs together with the 1080p audio-video recording initialization."""	"02020701.720107"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201:599616) 7.4.2.4  . Wi"	"7.4.2.4"	"C-1-8"	""	""	""	""	""	"7.4.2.4/C-1-8"	"""C-1-8] MUST support user control of provisioning through the Wi-Fi picker."""	"07040204.670108"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270:744174) 9.9.3  . Encryption Methods"	"9.9.3"	"C-1-8"	""	""	""	""	""	"9.9.3/C-1-8"	"""C-1-8] CE keys MUST be bound to a user&#39;s lock screen credentials."""	"09090300.670108"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
